"Product","Blackbox flight data recorder by Nicholas Sherlock"
141008,79812308,2,47,-6,-4,1,52,-2,47,0,0,0,1,-37,48,1449,0,-9,12,449,2372,4214,742,-1,-40,16,8,-29,19,1543,49,1595,1283,746,1089,907,949,779,800,909,1,7,0,1,1,10,480372824,116400197,5787,768,747,0.06489850471897325,-0.6972883785944601,0.46386395928116464,-4,95,46,0,-9,12,44.9,1,31,-4,-17.480559269902756,578.6997409322984,-54.81506769275584,57.53487289070854,72.31248522791921
141024,79814310,3,38,-9,-4,2,52,0,-19,0,0,0,1,-37,47,1449,0,-9,12,449,2372,4214,742,-2,-34,18,8,-21,9,1509,113,1672,1131,888,962,1044,949,794,800,917,1,7,0,1,1,10,480372824,116400197,5787,768,747,0.06437157370421123,-0.6985763210919291,0.4631423873382259,-1,21,43,0,-9,12,44.9,2,25,-6,-17.480559269902756,578.6997409322984,-54.81506769275584,57.53487289070854,72.31248522791921
141040,79816311,-14,17,-2,-4,3,51,-47,-90,0,0,0,1,-37,47,1449,0,-9,12,449,2372,4214,707,10,-20,14,6,-6,6,1580,183,1749,1092,1168,659,1106,946,806,783,915,1,7,0,1,1,10,480372824,116400197,5787,768,747,0.06434841715617978,-0.6993048793196689,0.4625638637692102,-65,-70,49,0,-9,12,44.9,-10,11,-2,-17.480559269902756,578.6997409322984,-54.81506769275584,57.53487289070854,72.31248522791921
141056,79818313,-3,-5,0,-4,3,51,2,-119,0,0,0,1,-37,48,1449,0,-9,12,449,2306,3910,707,2,-5,12,-19,3,18,1728,71,1755,884,1148,672,1321,946,787,792,917,1,7,0,1,1,10,480372824,116400197,5787,768,747,0.06407568371896413,-0.6995061464372924,0.4620317116446344,-5,-121,51,0,-9,12,44.9,-2,-4,0,-17.480559269902756,578.6997409322984,-54.81506769275584,57.53487289070854,72.31248522791921
141072,79820316,7,-25,4,-4,3,51,37,-126,0,0,0,1,-37,48,1449,0,-9,12,449,2306,3910,707,-5,8,9,-2,17,21,1809,157,1767,756,1107,696,1466,946,802,789,929,1,7,0,1,1,10,480372824,116400197,5787,768,747,0.06362180558305182,-0.6992470908607262,0.46159810946435975,40,-148,55,0,-9,12,44.9,5,-17,3,-17.480559269902756,578.6997409322984,-54.81506769275584,57.53487289070854,72.31248522791921
141088,79822316,8,-34,1,-4,2,52,19,-83,0,0,0,3,-36,48,1449,0,-8,12,449,2306,3910,707,-5,14,11,4,17,-3,1766,71,1658,847,1080,733,1365,926,802,794,926,1,7,0,1,1,10,480372824,116400197,5787,768,747,0.06309926741315339,-0.6987836555607865,0.46105713297594875,23,-115,53,0,-8,12,44.9,5,-22,1,-17.480559269902756,578.6997409322984,-54.81506769275584,57.53487289070854,72.31248522791921
141104,79824318,4,-44,-3,-4,1,52,6,-64,0,0,0,3,-36,48,1449,0,-8,12,449,2306,3910,707,-3,21,14,5,25,30,1527,118,1512,884,1101,727,1313,929,820,773,943,1,7,0,1,1,10,480372824,116400197,5787,768,747,0.06257015354314713,-0.6982368056540584,0.46036197464192785,6,-107,49,0,-8,12,44.9,3,-29,-2,-17.480559269902756,578.6997409322984,-54.81506769275584,57.53487289070854,72.31248522791921
141120,79826319,-3,-33,-4,-4,0,51,-28,7,0,0,0,3,-37,48,1449,0,-8,12,449,2306,3910,707,2,14,15,8,4,10,1394,160,1397,1109,1032,801,1083,920,815,765,935,1,7,0,1,1,10,480372824,116400197,5787,768,747,0.06225141701283995,-0.6979131353601669,0.45968657700982174,-35,-26,47,0,-8,12,44.9,-2,-22,-3,-17.480559269902756,578.6997409322984,-54.81506769275584,57.53487289070854,72.31248522791921
141136,79828320,-8,-16,-6,-4,-1,51,-28,75,0,-1,0,3,-37,48,1449,0,-8,12,449,2306,3910,707,6,2,17,-9,-23,15,1342,112,1372,1274,887,957,907,929,806,765,940,1,7,0,1,1,10,480372824,116400197,5787,768,747,0.061988148334807744,-0.697994472958398,0.45891752802963026,-40,57,45,0,-8,12,44.9,-6,-10,-5,-17.480559269902756,578.6997409322984,-54.81506769275584,57.53487289070854,72.31248522791921
141152,79830321,-3,12,-2,-4,-1,51,5,128,0,-1,0,1,-37,49,1449,0,-9,12,449,2306,3910,707,3,-17,14,-4,-35,12,1383,208,1461,1364,656,1171,834,923,817,781,949,1,7,0,1,1,10,480372824,116400197,5787,768,747,0.06183575483530243,-0.6987068719413798,0.4584176513587863,-2,138,49,0,-9,12,44.9,-3,8,-2,-17.480559269902756,578.6997409322984,-54.81506769275584,57.53487289070854,72.31248522791921
141168,79832324,7,38,-4,-4,0,50,34,159,0,-1,0,1,-37,49,1449,0,-9,13,449,2306,3910,707,-5,-34,16,-1,-46,11,1529,199,1504,1395,478,1360,792,929,800,794,926,1,7,0,1,1,10,480372824,116400197,5787,768,747,0.06136300748921281,-0.7000820535474352,0.45785664381906077,37,196,46,0,-9,13,44.9,5,25,-3,-17.480559269902756,578.6997409322984,-54.81506769275584,57.53487289070854,72.31248522791921
141184,79834324,8,52,-10,-4,1,50,20,107,0,0,0,1,-37,48,1449,0,-9,13,449,2306,3910,707,-5,-43,19,-1,-33,42,1526,134,1590,1339,584,1276,826,940,789,800,923,1,7,0,1,1,10,480372824,116400197,5787,768,747,0.06074530249779958,-0.701728494117126,0.4571298721488182,24,160,40,0,-9,13,44.9,5,34,-6,-17.480559269902756,578.6997409322984,-54.81506769275584,57.53487289070854,72.31248522791921
141200,79836326,-3,51,-4,-4,3,50,-28,50,0,0,-1,1,-37,48,1449,0,-9,12,449,2306,3910,707,2,-42,15,20,-32,-3,1578,219,1682,1352,795,1048,829,952,796,789,906,1,7,0,1,1,10,480372824,116400197,5787,768,747,0.06056889312325146,-0.7033118444330533,0.45665086181075054,-35,104,45,0,-9,12,44.9,-2,33,-3,-17.480559269902756,578.6997409322984,-54.81506769275584,57.53487289070854,72.31248522791921
141216,79838327,-9,24,-3,-4,4,49,-40,-92,0,0,-1,3,-37,47,1449,0,-9,12,449,2270,2821,707,6,-24,15,-4,-7,7,1588,177,1698,1069,1142,701,1113,958,802,798,909,1,7,0,1,1,10,480372824,116400197,5787,768,747,0.06045473966034201,-0.7042643294494639,0.4560855268594066,-53,-64,45,0,-9,12,44.9,-6,15,-3,-17.480559269902756,578.6997409322984,-54.81506769275584,57.53487289070854,72.31248522791921
141232,79840330,-8,0,-2,-4,4,49,-14,-132,0,0,0,3,-37,47,1449,0,-9,12,449,2270,2821,680,6,-9,13,-2,8,18,1526,206,1835,903,1211,625,1286,946,802,792,915,1,7,0,1,1,10,480372824,116400197,5787,768,747,0.060295040518225186,-0.7046058539681821,0.45551514496025813,-26,-128,47,0,-9,12,44.9,-6,0,-1,-17.480559269902756,578.6997409322984,-54.81506769275584,57.53487289070854,72.31248522791921
141248,79842330,5,-29,1,-4,4,49,32,-170,0,0,0,3,-37,47,1449,0,-9,12,449,2270,2821,680,-3,11,12,-10,20,11,1728,221,1768,668,1220,606,1531,949,798,789,920,1,7,0,1,1,10,480372824,116400197,5787,768,747,0.05981547410160527,-0.7042476914115018,0.45493619387869977,33,-195,50,0,-9,12,44.9,3,-20,0,-17.480559269902756,578.6997409322984,-54.81506769275584,57.53487289070854,72.31248522791921
141264,79844332,13,-34,5,-4,3,49,45,-89,0,0,0,3,-37,47,1449,0,-9,12,449,2270,2821,680,-8,14,9,-9,13,17,1704,82,1708,776,1031,778,1439,938,804,802,929,1,7,0,1,1,10,480372824,116400197,5787,768,747,0.05924479187362465,-0.7037780387071011,0.45448627045116385,54,-120,54,0,-9,12,44.9,8,-23,3,-17.480559269902756,578.6997409322984,-54.81506769275584,57.53487289070854,72.31248522791921
141280,79846333,6,-44,-6,-4,2,49,-2,-68,0,0,0,1,-37,48,1449,0,-9,12,449,2270,2821,680,-4,21,16,19,23,15,1603,152,1593,878,1135,718,1294,923,817,783,943,1,7,0,1,1,10,480372824,116400197,5787,768,747,0.058656365121554685,-0.7032285673970424,0.4537315942506117,0,-110,43,0,-9,12,44.9,4,-30,-4,-17.480559269902756,578.6997409322984,-54.81506769275584,57.53487289070854,72.31248522791921
141296,79848336,-2,-37,-10,-4,0,48,-30,-3,0,0,0,1,-37,48,1449,0,-9,12,449,2270,2821,680,2,16,19,0,11,18,1544,63,1441,1072,1078,790,1084,920,815,773,938,1,7,0,1,1,10,480372824,116400197,5787,768,747,0.058115249278105234,-0.70290416354792,0.4527807089089233,-36,-40,38,0,-9,12,44.9,-2,-25,-7,-17.480559269902756,578.6997409322984,-54.81506769275584,57.53487289070854,72.31248522791921
141312,79850336,-12,-26,-8,-4,0,47,-48,46,0,0,0,1,-37,48,1449,0,-9,12,449,2270,2821,680,8,8,17,8,-7,14,1338,79,1439,1240,1014,848,923,926,829,769,938,1,7,0,1,1,10,480372824,116400197,5787,768,747,0.05787449109647159,-0.702731018868874,0.45197163104512494,-64,20,39,0,-9,12,44.9,-8,-17,-5,-17.480559269902756,578.6997409322984,-54.81506769275584,57.53487289070854,72.31248522791921
141328,79852338,-4,3,0,-4,-1,47,3,126,0,0,0,1,-37,48,1449,0,-9,12,449,2270,2821,680,3,-11,12,-15,-34,4,1456,159,1499,1348,687,1148,841,929,813,787,938,1,7,0,1,1,10,480372824,116400197,5787,768,747,0.05771862948353177,-0.7032476779532859,0.45150179981216887,-5,128,47,0,-9,12,44.9,-3,2,0,-17.480559269902756,578.6997409322984,-54.81506769275584,57.53487289070854,72.31248522791921
141344,79854339,8,30,0,-4,0,47,51,151,0,0,0,1,-37,47,1449,0,-9,12,449,2270,2821,680,-5,-28,12,-11,-47,21,1597,22,1502,1332,474,1362,858,926,806,800,932,1,7,0,1,1,10,480372824,116400197,5787,768,747,0.05716973531612938,-0.7044425788042247,0.45095107885740315,55,181,47,0,-9,12,44.9,5,19,0,-17.480559269902756,578.6997409322984,-54.81506769275584,57.53487289070854,72.31248522791921
141360,79856341,9,48,-8,-4,1,47,23,128,0,0,0,1,-37,47,1449,0,-9,12,449,2270,2821,680,-6,-41,18,10,-32,35,1561,24,1584,1361,545,1323,795,938,800,804,917,1,7,0,1,1,10,480372824,116400197,5787,768,747,0.05642604947261544,-0.7060363198769264,0.450163455414442,28,177,39,0,-9,12,44.9,6,32,-6,-17.480559269902756,578.6997409322984,-54.81506769275584,57.53487289070854,72.31248522791921
141376,79858342,2,46,-13,-4,2,46,-19,47,0,0,0,3,-37,47,1449,0,-9,12,449,2239,4321,680,-1,-39,21,15,-24,9,1539,68,1599,1288,802,1086,849,938,802,800,912,1,7,0,1,1,10,480372824,116400197,5787,768,747,0.05580834260114654,-0.7075401658559941,0.4492716954125928,-21,95,33,0,-9,12,44.9,1,30,-9,-17.480559269902756,578.6997409322984,-54.81506769275584,57.53487289070854,72.31248522791921
141392,79860345,-10,26,-11,-4,3,45,-46,-65,0,0,0,3,-37,47,1449,0,-9,12,449,2239,4321,680,7,-26,20,1,-11,18,1383,106,1651,1114,1122,764,1024,952,804,800,904,1,7,0,1,1,10,480372824,116400197,5787,768,747,0.05551337861145811,-0.7084658271012537,0.4484338928616065,-60,-36,34,0,-9,12,44.9,-7,17,-8,-17.480559269902756,578.6997409322984,-54.81506769275584,57.53487289070854,72.31248522791921
141408,79862345,-11,3,-4,-4,4,45,-28,-115,0,0,0,1,-37,47,1449,0,-9,12,449,2239,4321,680,8,-11,15,-1,-5,2,1511,212,1780,959,1216,644,1206,940,809,796,904,1,7,0,1,1,10,480372824,116400197,5787,768,747,0.05548086759974576,-0.7088643186892077,0.44787191633763257,-43,-108,41,0,-9,12,44.9,-8,2,-3,-17.480559269902756,578.6997409322984,-54.81506769275584,57.53487289070854,72.31248522791921
141424,79864348,6,-17,-9,-4,3,44,51,-122,-2,0,0,1,-37,47,1449,0,-9,12,449,2239,4321,680,-4,3,19,-29,8,30,1835,63,1714,718,1101,780,1426,943,800,792,915,1,7,0,1,1,10,480372824,116400197,5787,768,747,0.05476741452314033,-0.7087961503954796,0.44699065750477285,51,-136,35,0,-9,12,44.9,4,-12,-7,-17.480559269902756,578.6997409322984,-54.81506769275584,57.53487289070854,72.31248522791921
141440,79866348,13,-24,-4,-4,3,44,41,-76,-1,0,0,3,-39,48,1448,0,-9,12,448,2239,4321,715,-9,7,15,12,11,25,1783,97,1768,804,1018,839,1358,926,806,806,909,1,7,0,1,1,10,480372824,116400197,5787,768,747,0.05399377116957957,-0.7085805408731796,0.446284571366923,49,-97,40,0,-9,12,44.8,9,-16,-3,-17.480559269902756,578.6997409322984,-54.81506769275584,57.53487289070854,72.31248522791921
141456,79868351,5,-32,-12,-4,2,44,-6,-56,1,0,0,3,-39,48,1447,0,-9,12,447,2239,4321,715,-3,12,21,14,18,12,1824,98,1637,906,1115,770,1217,923,815,781,926,1,7,0,1,1,10,480372824,116400197,5787,768,747,0.05324174675832957,-0.7082009407313664,0.4452896604243799,-4,-86,32,0,-9,12,44.7,3,-21,-9,-17.480559269902756,578.6997409322984,-54.81506769275584,57.53487289070854,72.31248522791921
141472,79870351,-11,-39,-9,-4,1,43,-53,-45,1,2,0,3,-36,47,1447,0,-9,12,446,2239,4321,715,8,17,18,10,23,26,1617,71,1486,1036,1216,659,1095,915,824,781,938,1,7,0,1,1,10,480372824,116400197,5787,768,747,0.05294903526979752,-0.70784925990109,0.44439346557601844,-67,-81,34,0,-9,12,44.6,-8,-26,-6,-17.480559269902756,578.6997409322984,-54.81506769275584,57.53487289070854,72.31248522791921
141488,79872352,-12,-33,-10,-4,0,42,-35,-1,1,4,0,3,-36,47,1447,0,-8,12,446,2239,4321,715,8,13,19,3,1,-3,1350,175,1458,1099,1088,794,1024,906,845,767,929,1,7,0,1,1,10,480372824,116400197,5787,768,747,0.052743468107858765,-0.7074895325852516,0.4435675005821498,-50,-30,32,0,-8,12,44.6,-8,-21,-7,-17.480559269902756,578.6997409322984,-54.81506769275584,57.53487289070854,72.31248522791921
141504,79874354,0,-9,-5,-4,-1,42,22,89,1,3,0,3,-37,48,1448,0,-8,12,447,2239,4321,715,1,-2,16,-32,-27,26,1545,77,1455,1193,745,1124,950,915,811,796,938,1,7,0,1,1,10,480372843,116400299,5787,791,748,0.052304907364592486,-0.7077686537493277,0.4428193041824313,19,82,37,0,-8,12,44.7,-1,-6,-4,-17.269284294509077,578.6997479877041,-54.05436680686651,56.74594920288011,72.28236339317014
141520,79876356,12,13,-2,-4,-1,42,54,121,0,-1,0,3,-37,48,1449,0,-8,12,449,2239,4321,715,-8,-17,13,1,-34,18,1524,9,1482,1214,562,1298,950,915,826,783,926,1,7,0,1,1,10,480372843,116400299,5787,791,748,0.051592683876494155,-0.7085392982070365,0.44218847314727316,62,132,40,0,-8,12,44.9,8,9,-1,-17.269284294509077,578.6997479877041,-54.05436680686651,56.74594920288011,72.28236339317014
141536,79878357,7,33,-9,-4,0,41,12,123,0,-1,0,3,-37,48,1449,0,-9,12,449,2383,3202,715,-4,-30,19,18,-30,33,1594,102,1537,1333,625,1266,802,915,813,804,917,1,7,0,1,1,10,480372843,116400299,5787,791,748,0.0509547826752684,-0.7097826706600195,0.4413890001569234,15,155,32,0,-9,12,44.9,4,21,-7,-17.269284294509077,578.6997479877041,-54.05436680686651,56.74594920288011,72.28236339317014
141552,79880359,1,44,-19,-4,1,41,-18,89,0,-1,0,3,-37,48,1449,0,-9,12,449,2383,3202,715,0,-38,25,6,-30,21,1538,97,1507,1339,753,1177,758,923,813,804,912,1,7,0,1,1,10,480372843,116400299,5787,791,748,0.05028355854497355,-0.7112953280340195,0.4403299463414214,-21,133,22,0,-9,12,44.9,0,29,-13,-17.269284294509077,578.6997479877041,-54.05436680686651,56.74594920288011,72.28236339317014
141568,79882360,-12,37,-13,-4,2,40,-52,12,0,-1,0,1,-37,47,1449,0,-9,12,449,2383,3202,715,8,-33,21,9,-23,4,1507,223,1624,1280,987,924,836,938,824,802,904,1,7,0,1,1,10,480372843,116400299,5787,791,748,0.0501288036576226,-0.7125409292412241,0.4395549772306575,-68,50,27,0,-9,12,44.9,-8,24,-9,-17.269284294509077,578.6997479877041,-54.05436680686651,56.74594920288011,72.28236339317014
141584,79884362,-13,23,-3,-4,3,39,-31,-53,0,0,0,1,-37,47,1449,0,-9,12,449,2383,3202,715,9,-24,14,-12,-22,1,1760,219,1654,1115,1079,796,1036,935,829,800,906,1,7,0,1,1,10,480372843,116400299,5787,791,748,0.050057029665896195,-0.7134030375860568,0.43896477500597,-48,-27,36,0,-9,12,44.9,-9,15,-2,-17.269284294509077,578.6997479877041,-54.05436680686651,56.74594920288011,72.28236339317014
141600,79886363,4,0,4,-4,3,39,51,-110,1,0,0,3,-37,47,1449,0,-9,12,449,2383,3202,715,-3,-8,9,-21,3,28,1891,154,1767,787,1029,821,1389,926,802,806,912,1,7,0,1,1,10,480372843,116400299,5787,791,748,0.049692486885616144,-0.71369773671136,0.43856795610910293,52,-107,43,0,-9,12,44.9,3,-1,3,-17.269284294509077,578.6997479877041,-54.05436680686651,56.74594920288011,72.28236339317014
141616,79888365,17,-12,1,-4,3,39,68,-88,2,0,0,3,-37,47,1449,0,-9,12,449,2383,3202,715,-11,-1,11,11,9,19,1983,108,1778,746,956,903,1420,926,804,820,912,1,7,0,1,1,10,480372843,116400299,5787,791,748,0.048977149497033905,-0.7137515167075638,0.43806238471817327,83,-97,40,0,-9,12,44.9,11,-8,1,-17.269284294509077,578.6997479877041,-54.05436680686651,56.74594920288011,72.28236339317014
141632,79890366,8,-28,-4,-4,3,39,-3,-89,2,0,0,3,-37,47,1449,0,-9,12,449,2383,3202,698,-5,10,14,6,24,9,1848,47,1678,851,1148,731,1295,920,820,815,915,1,7,0,1,1,10,480372843,116400299,5787,791,748,0.0483651141202813,-0.713426433468237,0.4373939870812391,3,-114,35,0,-9,12,44.9,5,-19,-2,-17.269284294509077,578.6997479877041,-54.05436680686651,56.74594920288011,72.28236339317014
141648,79892367,-1,-48,-13,-3,2,38,-34,-111,1,0,0,3,-37,47,1449,0,-9,12,449,2383,3202,698,1,23,21,3,34,23,1550,102,1557,829,1326,590,1280,915,836,796,926,1,7,0,1,1,10,480372843,116400299,5787,791,748,0.04776231771407968,-0.7127803715723126,0.4363856094563374,-37,-157,25,0,-9,12,44.9,-1,-32,-9,-17.269284294509077,578.6997479877041,-54.05436680686651,56.74594920288011,72.28236339317014
141664,79894369,-11,-49,-11,-4,0,37,-44,-55,1,0,0,3,-37,48,1449,0,-9,12,449,2383,3202,698,8,24,20,1,9,8,1400,53,1460,970,1262,651,1142,901,824,789,932,1,7,0,1,1,10,480372843,116400299,5787,791,748,0.04738771051874497,-0.7120596611523111,0.4353877103693442,-58,-104,26,0,-9,12,44.9,-8,-33,-8,-17.269284294509077,578.6997479877041,-54.05436680686651,56.74594920288011,72.28236339317014
141680,79896371,-11,-30,-5,-4,-1,37,-29,44,0,0,0,3,-37,48,1449,0,-9,12,449,2383,3202,698,8,11,16,-6,-9,33,1373,81,1413,1172,1005,889,959,904,838,783,926,1,7,0,1,1,10,480372843,116400299,5787,791,748,0.04718476288797183,-0.7117936900865882,0.4346288794307549,-44,13,32,0,-9,12,44.9,-8,-20,-4,-17.269284294509077,578.6997479877041,-54.05436680686651,56.74594920288011,72.28236339317014
141696,79898372,11,-1,-5,-4,-1,36,60,131,0,0,0,1,-35,47,1449,0,-8,12,449,2248,2857,698,-7,-8,16,-7,-36,3,1467,68,1432,1184,578,1317,946,915,836,802,929,1,7,0,1,1,10,480372843,116400299,5787,791,748,0.04647128519001651,-0.712236598621655,0.4338957716179319,67,129,31,0,-8,12,44.9,7,0,-4,-17.269284294509077,578.6997479877041,-54.05436680686651,56.74594920288011,72.28236339317014
141712,79900373,6,42,-1,-4,-1,36,31,215,0,0,0,1,-35,47,1449,0,-8,12,449,2248,2857,698,-4,-36,13,9,-56,23,1685,-58,1482,1491,393,1490,651,904,809,822,920,1,7,0,1,1,10,480372843,116400299,5787,791,748,0.04585717142277578,-0.7137566349666504,0.43323887103973036,33,256,35,0,-8,12,44.9,4,28,-1,-17.269284294509077,578.6997479877041,-54.05436680686651,56.74594920288011,72.28236339317014
141728,79902374,-6,54,-11,-3,1,35,-34,140,1,-1,0,3,-37,47,1449,0,-8,12,449,2248,2857,698,4,-44,20,13,-31,16,1610,70,1565,1497,677,1246,605,920,822,806,904,1,7,0,1,1,10,480372843,116400299,5787,791,748,0.045450753554567,-0.7154725382775682,0.4323917642353896,-42,194,24,0,-8,12,44.9,-4,36,-8,-17.269284294509077,578.6997479877041,-54.05436680686651,56.74594920288011,72.28236339317014
141744,79904376,-12,48,-8,-4,2,34,-42,27,2,-4,0,3,-37,47,1449,0,-8,12,449,2248,2857,698,9,-40,18,9,-17,18,1617,149,1539,1302,925,989,809,929,824,802,896,1,7,0,1,1,10,480372843,116400299,5787,791,748,0.04535657237466992,-0.7170593300405825,0.4316952079793719,-56,73,26,0,-8,12,44.9,-9,32,-6,-17.269284294509077,578.6997479877041,-54.05436680686651,56.74594920288011,72.28236339317014
141760,79906378,-13,34,-6,-4,3,34,-22,-50,1,-1,0,1,-34,47,1448,0,-8,12,448,2248,2857,698,9,-30,16,-8,-28,7,1556,158,1588,1102,1050,854,1012,935,811,809,890,1,7,0,1,1,10,480372843,116400299,5787,791,748,0.04531540972796278,-0.7182295287142777,0.43108191020873665,-38,-14,28,0,-8,12,44.8,-9,22,-4,-17.269284294509077,578.6997479877041,-54.05436680686651,56.74594920288011,72.28236339317014
141776,79908380,1,0,3,-4,4,34,35,-154,-1,4,0,1,-34,47,1447,0,-8,12,447,2248,2857,698,0,-8,10,-19,7,13,1641,246,1766,737,1152,714,1406,929,836,813,898,1,7,0,1,1,10,480372843,116400299,5787,791,748,0.045021247608768016,-0.7185245526731563,0.43063504068757474,31,-146,37,0,-8,12,44.7,0,0,2,-17.269284294509077,578.6997479877041,-54.05436680686651,56.74594920288011,72.28236339317014
141792,79910380,18,-16,-12,-4,3,34,78,-136,-1,5,0,1,-34,46,1447,0,-8,12,446,2248,2857,698,-12,3,20,-9,14,34,1924,58,1621,600,1060,860,1485,909,826,811,898,1,7,0,1,1,10,480372843,116400299,5787,791,748,0.043988505794541985,-0.7184508495708213,0.4297024130321221,91,-144,22,0,-8,12,44.6,12,-11,-8,-17.269284294509077,578.6997479877041,-54.05436680686651,56.74594920288011,72.28236339317014
141808,79912383,14,-25,-7,-3,3,33,20,-81,-1,4,0,1,-34,46,1447,0,-8,12,446,2248,2857,698,-9,9,17,18,13,15,1679,32,1721,809,1084,820,1292,923,817,813,901,1,7,0,1,1,10,480372843,116400299,5787,791,748,0.04314305871567526,-0.718162305078888,0.4288956944597091,30,-99,26,0,-8,12,44.6,9,-17,-5,-17.269284294509077,578.6997479877041,-54.05436680686651,56.74594920288011,72.28236339317014
141824,79914383,-1,-40,-19,-3,2,32,-52,-82,-1,2,0,3,-33,45,1447,0,-7,11,447,2248,2857,698,1,19,25,6,20,24,1683,56,1635,914,1307,647,1137,915,847,798,904,1,7,0,1,1,10,480372843,116400299,5787,791,748,0.042378077628166956,-0.7176894065386141,0.4276733806471755,-57,-118,13,0,-7,11,44.7,-1,-26,-14,-17.269284294509077,578.6997479877041,-54.05436680686651,56.74594920288011,72.28236339317014
141840,79916385,-20,-40,-15,-4,1,31,-80,-42,0,1,-1,3,-33,45,1447,0,-7,11,447,2248,2857,733,15,19,21,13,21,17,1504,-27,1483,1077,1320,622,987,898,845,789,923,1,7,0,1,1,10,480372843,116400299,5787,791,748,0.042144027481559536,-0.7171846284046312,0.4265722652044541,-104,-80,15,0,-7,11,44.7,-15,-26,-10,-17.269284294509077,578.6997479877041,-54.05436680686651,56.74594920288011,72.28236339317014
141856,79918386,-16,-26,-4,-4,0,31,-32,38,0,0,-1,3,-32,45,1447,0,-7,11,447,2250,2714,733,12,10,14,-3,-2,2,1345,115,1515,1175,1027,875,929,901,850,789,915,1,7,0,1,1,10,480372843,116400299,5787,791,748,0.04217813657986798,-0.7168692961866296,0.42594761040195017,-52,12,26,0,-7,11,44.7,-12,-17,-3,-17.269284294509077,578.6997479877041,-54.05436680686651,56.74594920288011,72.28236339317014
141872,79920388,11,-4,-5,-4,0,30,83,103,0,0,-1,3,-32,45,1447,0,-7,11,447,2250,2714,733,-7,-5,15,-33,-42,26,1712,-26,1468,1067,600,1310,1031,898,845,824,912,1,7,0,1,1,10,480372843,116400299,5787,791,748,0.04139205175113261,-0.7173249111476873,0.4251608939101219,90,99,24,0,-7,11,44.7,7,-2,-4,-17.269284294509077,578.6997479877041,-54.05436680686651,56.74594920288011,72.28236339317014
141888,79922389,15,27,-3,-4,0,30,62,153,0,0,0,1,-33,45,1446,0,-7,11,445,2250,2714,733,-10,-25,13,17,-38,19,1738,-85,1458,1253,472,1425,847,901,822,815,912,1,7,0,1,1,10,480372843,116400299,5787,791,748,0.040525919969855904,-0.7184949011573625,0.42445238796143325,73,180,27,0,-7,11,44.5,10,18,-2,-17.269284294509077,578.6997479877041,-54.05436680686651,56.74594920288011,72.28236339317014
141904,79924391,-2,46,-16,-4,1,29,-37,139,0,0,0,1,-33,45,1445,0,-7,11,443,2250,2714,733,1,-38,22,18,-28,30,1652,70,1533,1452,699,1241,591,915,826,806,896,1,7,0,1,1,10,480372843,116400299,5787,791,748,0.039943794134404714,-0.7200350456977014,0.4234917053571028,-43,186,13,0,-7,11,44.3,-1,31,-11,-17.269284294509077,578.6997479877041,-54.05436680686651,56.74594920288011,72.28236339317014
141920,79926392,-8,45,-21,-4,2,28,-40,59,1,0,0,3,-32,44,1444,0,-7,11,443,2250,2714,733,6,-37,25,2,-28,24,1572,145,1460,1306,876,1087,713,923,824,809,890,1,7,0,1,1,10,480372843,116400299,5787,791,748,0.03952380748931498,-0.7215298022232258,0.4224583353181792,-51,106,7,0,-7,11,44.3,-6,30,-14,-17.269284294509077,578.6997479877041,-54.05436680686651,56.74594920288011,72.28236339317014
141936,79928394,-12,37,-8,-4,4,27,-32,-26,2,0,0,3,-32,44,1445,0,-7,11,444,2250,2714,733,8,-31,16,4,-23,-13,1546,181,1567,1148,1019,900,920,926,840,831,877,1,7,0,1,1,10,480372843,116400299,5787,791,748,0.039474649369135875,-0.7227287648748052,0.42186591423824815,-46,15,19,0,-7,11,44.4,-8,24,-5,-17.269284294509077,578.6997479877041,-54.05436680686651,56.74594920288011,72.28236339317014
141952,79930395,-1,21,-2,-4,4,27,15,-65,2,0,0,3,-32,44,1445,0,-7,11,444,2250,2714,733,1,-21,12,-31,-23,19,1806,175,1655,949,1002,897,1142,929,836,813,882,1,7,0,1,1,10,480372843,116400299,5787,791,748,0.03916528535147414,-0.7234780839257822,0.4213458496773983,12,-40,25,0,-7,11,44.4,-1,14,-1,-17.269284294509077,578.6997479877041,-54.05436680686651,56.74594920288011,72.28236339317014
141968,79932397,12,2,-2,-4,5,27,62,-107,1,0,0,3,-32,44,1445,0,-7,11,445,2250,2714,733,-8,-9,12,-2,10,30,2042,113,1652,721,1003,896,1370,920,820,824,885,1,7,0,1,1,10,480372843,116400299,5787,791,748,0.03852625249028758,-0.7238085471137526,0.4208029943953324,71,-100,25,0,-7,11,44.5,8,2,-1,-17.269284294509077,578.6997479877041,-54.05436680686651,56.74594920288011,72.28236339317014
141984,79934398,10,-12,-5,-4,4,27,22,-85,1,0,0,3,-32,44,1445,0,-7,11,444,2250,2714,733,-7,1,14,27,6,13,1990,8,1635,807,1075,836,1270,909,833,826,882,1,7,0,1,1,10,480372843,116400299,5787,791,748,0.03784880203757536,-0.7237922553925711,0.4201491640145578,29,-93,22,0,-7,11,44.4,7,-8,-3,-17.269284294509077,578.6997479877041,-54.05436680686651,56.74594920288011,72.28236339317014
